,Question,A,B,C,D,Answer,Subject
122,"Unda jedwali kamili ra ujeri khwa hoja uthuirizayo. Kisha, khwa kuhumira jedwali ra ujeri, bainisha ikikala hoja iyo ni halali au si karakara. Ikikala hoja ni batili, tsagula tsagulo ambaro rinamboza mfano wa kupingana. (Kunadima kukala na mifano mingine ya kupingana pia. )
(G ? H) · ~I
~G ? (~H ? I) / G
",Halali,Batili. Mfano wakathi H na I ni jeri na G ni ulongo,Batili. Mfano wa kulinganisha wakathi H ni jeri na I na G ni ulongo,"Batili. Mfano wa kulinganisha wakathi H, I, na G ni ulongo",D,formal_logic
156,Nadharia khwamba lengo kulu ra makazi au mdzi wa soko ni kumboza bidhaa na huduma khwa eneo ra soko rizungukaro rinaifwa,nadharia ya ulongozi wa midzini.,nadharia ya hatu ha kahi.,"mfano wa eneo ra umakini.
",athari ya kuzidisha.,B,high_school_geography
5,Khwa noni mshauri ariyefaulu wa mahusiano ga umma anapaswa kukagua kila mara hali halisi ya vikara na ya siku zidzazo khwa shirika?,kuunda taarifa ya maono,kutafsiri mhwelekeo wa usimamizi,kutafsiri mpango wa biashara wa shirika,kuzingathira jukumu ra mahusiano ga umma,B,public_relations
249,Mnyama mhwenye uhi wa mongo ambaye khadzazhalwa ambaye adzakala hadhi kufikira hatua ya kukala na muundo wa kimsingi ambao ni sifa ya ainaye anamanyikana khwa dzina ra,zygote.,blastocyst.,an embryo.,kijusi.,D,moral_disputes
306,"Mviringo wa muda mfuti wa Phillips unanyesa uhusiano wa ____ kahi ya ____ na ____.
",kiwango cha riba cha bei mbidzo,kiwango cha riba hasi uikizaji binafsi,hasi kiwango cha mfumuko wa bei kiwango cha ukosi wa ajira,kiwango halisi cha bei ya GDP,C,high_school_macroeconomics
171,Mala kinyume cha nambari -7.,7,-7,0.7,-7.7,A,elementary_mathematics
106,Je! ni noni nikuhendeka khwa picha iundwayo ni kilolo chenye kiwiko wakathi kitu kisongezwaho kumbola kure hadhi hehi na hatu ha kuzingatira?,Picha inenda kure na kilolo na inakala futi.,Picha inenda kure na kilolo na inakala nyire zaidhi.,Picha inasongera khwenda khwenye kilolo na inakala futi.,Picha inasongera khwenda khwenye kilolo na inakala nyire zaidhi.,B,high_school_physics
97,Neno hiro rinahumika kuakilisha gharama zisizoepukika za kapindi ambazo khazidima kubadhilishwa kizhozhosi ni hatua hiyo inahalwa?,Gharama kulu,Gharama za kuzama,Gharama za fursa,"Gharama za nyongeza
",B,professional_accounting
81,"Richa f( ikale ni tsagulo ra kukokomboza ambaro grafuye nikukirira asili. Ikikala f(2 = n^2 + f[2( - 1)] khwa kila nambari n, thamani ya f(8) ni hiyo?",24,30,32,36,B,college_mathematics
174,"Je, ni hatua nyingahi ndani ya mnyororo wa usambazaji wa chakurya unadima kupimhwa upatikanaji na mahumizi ga chakurya?
",10,5,2,4,B,nutrition
63,"Namba mbiri nzima zina kizidisho cha kawaidha cha 60. Kila namba ni tsini ya au karakara na 12. Kipengele kikulu cha kawaidha cha nambasisi mbiri 2. Namba mbiri ni noni?
",6 na 10,5 na 12,10 na 12,12 na 15,C,elementary_mathematics
0,Sillogism halali ya kitenganishi ina msingi mkulu khwamba:,inajumulisha ngira mbiri au zaidhi,nikuainisha mashomo,inathibitisha kirichothangulia au inakanusha matokeo,nikusababisha hithimisho halali,A,logical_fallacies
196,"Mwanafunzi wa chuo mhwenye afya mbidzo haho kapindi mhwenye umri wa miaka 19 anadza khwa huduma za afya za anafunzi saa 24 baada ya maumivu ga kitswa, singo khomu, na kuhisi khwa mwanga. Iye khakumbukira mawasiliano gogosi ga akongo. Wakala na chickenpox arihokala na umri wa miaka 7. Uchunguziwe wa vivi madzuzi mhwaka 1 uriokira wajumulisha upimi wa ngozi wa PPD na khanyesere kasoro. Anahala multivitamin kila siku na mathayarisho ga kungamiza uziho wa mitishamba. Wapata chanjo zosi zifahazo uhohoni lakini khadzapata hangu wakathi uo. Khavuha sigara, khanwa uchi, wala khahumira dawa za kurezha. Khakuna historia ya familia ya ukongo mui. Anaonekana mlegevu. Hali ya dzohoye ni 39.1°C (102.4°F), mpigo ni 112/min, kusoha ni 20/dak, na shinikizo ra damu ni 100/68 mm Hg. Uchunguzi unanyesa petechiae iriyoenea. Ishara za Kernig na Brudzinski zihaho. Salo ra uchunguzi kharinyesa kasoro kokosi. Kuochwa khwa lumbar khwahendwa. Uchambuzi wa Cerebrospinal fluid (CSF) unanyesa neutrofili nyinji zirizogazhwa na kuhunguka khwa mkusanyiko wa glukosi. Madoa ga Gram ya CSF gananyesa cocci hasi ya gram. Ni hiyo kahi ya zithurizazo ni dawa ifaayo zaidhi?",Ceftriaxone,Clindamycin,Erythromycin,Metronidazole,A,professional_medicine
532,"Mhwanasaikolojia anasisitiza khwamba azhazi manapaswa kuhumira matokeo gafaago mashuhulikiraho thabia mbii ya ahoho ao. Khwa kungezera, mhwanasaikolojia anaelezera kukala lengo ra thabia mbii rinadima kukala kudhibitisha ulemavu udhaniwao, au kupata umakini, nguvu, au kurihiza kisasi. Ni hiyo kahi ya mielekeo ithuirizayo ya kinadharia inahumika",Rogerian,Uchambuzi wa shughuli,Adlerian,Psychodynamic,C,professional_psychology
83,"Je, neno hiro ra maendherero ga shirika kukirira muundo wa shirika urioundwa rasmi?",Organic,Mechanistic,Rasmi,Miundo,B,management
272,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Nampokonya mhenda biashara. Tukio ra 2 | Nanwa vodka wakathi wa kudzihuriza wa mzazigo m'bomu.","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",B,moral_scenarios
104,"Kahiza kesi ya mashthaka ya jinai khwa wivi, mshthakiwa nikumhwiha shahidhi kushuhudia khwamba kapindi wamumanya mshthakiwa here sajenti wa ugazhi wa jeshi  na khwamba mshthakiwa wakahala fursa nyinji za biashara nyiru. Je, ushahidhi wa shahidhi unakubalika?","Sozho, khwa sababu khaihusiana na mariho ga saa ii.
","Sozho, khwa sababu nikhwenda mshthakiwa asithibitishe thabiaye mbidzo khwa mifano ya mwenendo mudzo.","Ndozho, khwa sababu mshthakiwa wa uhalifu anadima kuthibitisha thabiaye mbidzo here msingi wa thabia ya kudhania.","Ndozho, khwa sababu, khwa kumshutumu mshthakiwa kukala mwivi, upande wa mashthaka udzaika thabiaye kahiza suala.",C,professional_law
97,"Tuseme khwamba jezo ra nadharia linafanywa khwa kuhumira kiwango cha umuhimu cha 5%. Je, ni kauli hiyo kahi ya zithurizazo ni karakara?

(i) Kiwango cha umuhimu ni karakara na saizi ya jezo

(ii) Kiwango cha umuhimu ni karakara na nguvu za jezo

(iii) 2.5% ya jumla ya usambazaji indakala kahiza kila eneo ra kukahalwa khwa mkira khwa jezo ra pande 2.

(iv) 5% ya jumla ya usambazaji indakala kahiza kila eneo ra kukahalwa khwa mkira khwa jezo ra pande 2.",(ii) na (iv) hakeye,(i) na (iii) hakeye,"(i), (ii), na (iii) hakeye","(i), (ii), (iii), na (iv)",B,econometrics
11,Mhwanamuche mhwenye umri wa miaka 24 mhwenye afya haho kapindi anadza khwa dakitari khwa sababu ya homa ra tsini na kikohozi kisichozalisha khwa siku 7. Adzadima kuendherera na shughulize za kila siku. Hali ya dzohore ni 37.7°C (99.9°F). Vipande vichache zha msukumo virizhothawanyika vinasikika khwenye thorax. X-ray ya kifua inanyesa kupenya khwa mabaka khwenye mapafu gosi mairi. Ni hiyo kahi ya zithurizazo ni dawa ya kapindi ifaayo zaidhi?,Amoxicillin,Cefaclor,Ciprofloxacin,Erythromycin,D,professional_medicine
98,Ntsini Marekani siku ya khwanza ya spring ni?,21-Feb,21-Mar,21-Apr,21-May,B,miscellaneous
452,"Mhwanamuche waajiri mjenzi ajenge nyumba kulingana na mipango na maelezo fulani garigothayarishwa na mbunifu wa mhwanamuche iye. Bei iriyokubaliwa yakala $250,000, na ujenzi kukamilika ndani ya miezi minne. Wiki mbiri baada ya mkataba wa ujenzi kuundwa, mjenzi wawasiliana na uwanja wa mbao ili kugula mbao muhimu khwa ajili ya ujenzi wa nyumba. Mjenzi na mmiliki wa uwanja uo wa mbao mangira kahiza makubaliano halali garigondhikhwa ambaho eneo ra mbao rapaswa kumboza mbao zimalikanazo badala ya dola 10,000, ambazo zingerifwa ni mjenzi ndani ya siku 30. Wiki mhwenga baadaye, moho wanonga sehemu mbidzo ya yadi ya mbao ya kusambaza mbao. Matokeoge, yadi ya mbao yakahala kusambaza mbao khwa mjenzi. Mjenzi iye khadimire kupata mgazhi mungine wa mbao na vizho wamumanyisa mhwanamuche iye khwamba khangedimire kukamilisha jengore khwa wakathi. Ikikala mhwanamuche anamshtaki mmiliki wa munda wa mbao khwa kuvunza mkataba, je, andashinda?","Ndozho, khwa sababu khwa uhiriki wa sheria mhwanamuche ni mgazhi sawa wa madai ga ajenzi dhidi ya mmiliki wa yadi ya mbao khwa uvunzi wa mkataba.","Ndozho, lakini thu ikikala mkataba wa ajenzi na mmiliki wa yadi ya mbao khaumbozerwe khwa moho.","Sozho, khwa sababu haki ya mkataba khaiho kahi ya mhwanamuche na mmiliki wa yadi ya mbao.","Sozho, khwa sababu mhwanamuche iye ni mnufaika wa bahathi nasibu wa mkataba kahi ya mjenzi na mmiliki wa munda wa mbao.",D,professional_law
20,"Je, kinyume cha $f(x)=4-5x$ ni noni?",\frac{5}{x-4},\frac{x-4}{5},\frac{x+4}{5},-\frac{x-4}{5},D,high_school_mathematics
107,"Hisa A ina beta ya 0.8, wakathi Stock B ina beta ya 1.4. Mapato ganagotarajiwa khwenye soko ni 10% na kiwango kisicho na hathari ni 7%. Khwa kuhumira Capm na maelezo gaga ga hisa, ni kiwango hicho kihenzekanacho cha kuuja Hisa A na B, mthawalia?",9.4% na 11.2%,?2.6% na 4.9%,4.3% na 7.4%,6.4% na 10.5%,A,professional_accounting
48,"Biashara zina _____ ndani ya jamii na zina uwezo wa kumboza ____ khwa jamii ilhali ____ ina uwezo wa kureha madhara mai khwa atu binafsi, jamii na mazingira.
","Nguvu thithe, Mtsango mthithe, Biashara mbii","Nguvu thithe, Mtsango m'bomu, Uwajibiki wa kijamii wa shirika","Nguvu bomu, mtsango mthithe, Uwajibiki wa kijamii wa shirika","Nguvu bomu, Mtsango m'bomu, Uovu wa biashara",D,business_ethics
159,"Kiasi cha mvula khwa mwezi kahiza dzidzi fulani ni takriban kawaidha kusambazwa, na wastani wa intsi tandahu na mkengeuko wa kawaidha wa intsi 1.6. Ni hiyo kahi ya zithurizazo ni kiwango cha dzulu zaidhi cha mvula, khwa intsi, dzidzi riri ridimaro kukala na mwezi uu khwa mwezi kukala kahi ya miezi 10 ya ukame ambayo dzidzi ridzaona?",8.05,7.6,3.95,3.37,C,high_school_statistics
45,"Taarifa 1 | Khwa makundi gogosi mairi G na G', kuna uhomofisiti wa G hadhi G'. Taarifa ya 2 | Kila homomorphism ni ramani ya mmhwenga-khwa-mmhwenga.","Jeri, Jeri","Ulongo, Ulongo","Jeri, Ulongo","Ulongo, Jeri",C,abstract_algebra
22,"""Swali riri rinauyira uvoro uthuirizayo.
Chanzo 1:
"""" Unadima kuuza tototo: """" Khwa noni hatua ya mhwenga khwa mhwenga? Khwa noni kukelesi ndani, maandamano na kadhalka? Je, masumuriro si ngira mbidzo zaidhi?"""" U karakara kamare kahiza kupiga simu, khwa ajili ya masumuriro. Hakika, riri ndo lengo hasa ra hatua ya mhwenga khwa mhwenga. Hatua ya mhwenga khwa mhwenga isiyo na unyanyisi inalenga kureha mzozo here uo na kukuza mvuhano kiasi khwamba jumuiya ambayo mara khwa mara idzakahala kujadiliana inalazimika kukabiliana na suala riro. Inatafuta kuigiza suala ambaro kharidima kupuuzwa kaheri. Kuhadza kwangu uundi wa mvuhano here sehemu ya kazi ya mtu asiye na vurugu kunadima kusikika kukala khwa kushtua. Lakini lazima nikiri khwamba sigoha neno """"mvuhano."" Nimepinga khwa dhati mvuhano mkali, lakini kuna aina ya mvuhano wa kujenga, usio na vurugu ambao ni muhimu khwa ukuli. Here viryahu Socrates wahisi khwamba yakala muhimu kuunda mvuhano kahiza akili ili atu binafsi madime kunuka kumbola khwa uhumhwa wa hadithi na ujeri nusu hadhi urumwengu usio na kizuizi cha uchanganuzi wa kibunifu na tathmini ya malengo, lazima fuone uhenzekano wa vizi masio na jeuri kuunda aina ya mvuhano kahiza jamii ambayo indaasaidhia anaalume kunuka kumbola khwenye kina kinene cha tsukizi na ubaguzi wa rangi hadhi khwenye kirere cha ufahamu na udugu.""
Martin Luther King, Jr., Barua kumbola khwa jela ya Birmingham, 1966
Chanzo 2:
""Siswi, anaalume na anaache, ambao khwa riri funadziunda here Shirika ra Kitaifa ra Anaache, funaamini khwamba wakathi udzafika wa harakati mbisha khwenda ukarakara wa jeri khwa anaache osi ntsini Amerika, na khwenda ubia karakara kamare ki jinsia, here sehemu ya mapinduzi ya dhunia nzima ya haki za binadamu gahendekago saa ii ndani na nze ya mihaka yehu ya kitaifa.
Madhumuni ga Saa ii ni kuhala  hatua kuareha anaache kahiza ushiriki kamili kahiza jamii kulu ya Marekani saa ii, makihumira mapendeleo na majukumuge khwa ushirikiano karakara na anaalume.
Funaamini wakathi udzafika wa kusongera mbere zaidhi ya mabishano ga kidhahania, majadiliano na kongamano dzulu ya hadhi na asili maalum ya anaache ambayo idzapamba moho kuko Amerika kahiza miaka ya vivi karibuni; wakathi udzafika wa kukabiliana, khwa hatua madhubuti, masharti ambago saa ii ganazulia anaache kufurahikia ukarakara wa fursa na uhuru ambao ni haki yao, here Aamerika binafsi, na here binadamu.""
Shirika ra Kitaifa ra Anaache, Taarifa ya Madhumuni, 1966
Chanzo 3:
"""" Lengo ra muda mure ra Ukombozi wa Mashoga, ambaro bila shaka nikufureha khwenye mgongano na ubaguzi wa kijinsia urioikhwa kahiza jamii ii, ni kuusa mfumo wa jukumu ra kijinsia ambao ndo miziji ya ukandamizi wehu. Riri rinadima thu kufikirwa khwa kuusa shinikizo za kijamii khwa anaalume na anaache kuthua majukumu garigoainishwa khwa ufuti. Ni muhimu hasa khwamba ahoho na vijana mahimizwe kukuza vipaji na maslahi gao genye na kueleza ubinafsi wao badala ya kuhigiza sehemu zirizozoerwa ambazo khazihalana na asili yao.
Khwa viryahu khafudima kuhenda  mabadhiliko gaga ga kimapinduzi hakiyehu, na khwa viryahu kufutwa khwa kanuni za kijinsia pia ni sharti ra lazima ra ukombozi wa anaache, fundahenda  kazi ya kuunda muungano wa kimkakati na harakati za kukombola anaache, khwa lengo ra kuedhereza maazo gehu na uhendi wehu khwa hehi. uhusiano baina. Ili kujenga muungano uu, ndugu kahiza ukombozi wa mashoga indabidhi madzithayarishe kumboza dhabihu kiwango kicho cha ukafiri wa kilume na fursa ya kilume ambayo bado manayo.""
Gay Liberation Front, Manifesto, 1971
Mwandhishi wa Chanzo 1 anaidhinisha mbinu iyo kahi ya zithurizazo here ngira ya kufikira malengoge?""",Kupindua serikali khwa nguvu,Upinzani usokala na vurugu,Kuhuliza,Hatua ya kisheria,B,high_school_world_history
343,"Mtu mhwenye umri wa miaka 38 anagoha kusafiri khwa usafiri wa umma. Mpango wa matibabu utegemeao ahitimu kukabiliwa na kusafiri khwa basi, hamhwenga na thabia halisi ya maisha kungezeka kahiza majaribio, unaifwa.",mafuriko,uundi wa mfano,mazoezi garigoimarishwa,implosion,C,professional_psychology
38,Ni hani mshairi wa kiche wa karne ya nane CE ariyeabudiwa kosikosi kahiza mahekalu manji ga India Kusini garigoikhwa wakfu khwa Vishnu?,Andal,Devi,Ganga,Kali,A,world_religions
0,Nguvu ya 10-N khwenye pembe ya 45° dzulu ya mlalo ina kipengele cha mlalo cha takriban.,7 N,5 N,10 N,12 N,A,conceptual_physics
192,Huduma zina sifa tsano tofauti. Zizi ni :,"kutso onekana, thamani, kutofautiana, kutsodima kuthenganishwa na ukosi wa umiliki.
","kutso onekana, thamani, kutofautiana, kutsodima kuhumika, na faida","kutso onekana, kunongeka, kutofautiana,kutsodima kutenganishwa, na ukosefu wa umiliki.","kutsogutika, thamani, kutofautiana, kutsodima kuhumika, na umiliki.",C,marketing
35,"Pata digirii ya kuendhereza sehemu udzizozielewa  Q( sqrt(2) , sqrt(3) dzulu ya Q",0,4,2,6,B,abstract_algebra
439,"Dhuka bomu saana ra atu binafsi vivi rilwazi kwa raiya. Dhuka riri rinamadhuka manji mathithe mathithe gaguzago mihaso, hoteli za chakurya , maeneo ga ngira atu manendao na magulu.
Dhuka riri  rina hatu hakunyesa sinema,kiwanja cha kuhereza  cha barafu na  kiwanja cha sherehe na hatu ha vithabu zha kushoma.
Dhuka riri rinatangazwa na kuhalanishwa na mudzi muthithe kahikahi ya mudzi mubomu.
Masaa gakibiashara, hana kundi ra atu kumi  ririro ziza atu manendao na magulu kutsongira moo madhukani makishtumu uguzi wa bidhaa za nyoga za anyama.
Kamaziire bule ngira ya magari gangirago haho. makala na amani.
Enye madhuka maghwirana makiinga oo mariokala mana andamana.
Mario andamana mashithaki enye yoo biashara nakuamba  malashwa hachi ya uhuru wao wa kunena  kulengana na kifungu cha sheria cha khwanza na cha kumi na ne.
Jee ano a maandamano mashinde?","Hatha bule, kwa sababu dzumba riro  ra madhuka ni Mali ya kibinafsi na kakulire na hali ya kuhala hatua ambayo uhuru wa kudzieleza unahakikisha marekebisho kulengana na kifungu cha khwanza na 14 cha katiba.","Hatha bule, kwa sababu ni marufuku kuhenda maandamano hehi na miryango ya madhuka wakathi khana agulo. Kunahenzekana marekebisho ga kikatiba kunyesa  wakathi, hatu na ngira ya hotuba.

","
Ndozho , kwa Sababu gaga ni madhuka manji kara kara na kidzidzi kithithe.
Khwa  vizho , vihendozhe  vinategemea na  uhakikisho wa katiba na uhuru wa kudzieleza na kukusanyika","Ndozho, khwa sababu kizuizi cha dzumba ra maduka khwa hotuba ya aandamanaji chakala kibomu kuriko ihenzekanazho ili kuhakikisha ufiki ufaao khwenye dhuka kulu.",A,professional_law
131,"Kahi ya asidi za oxo zithurizazo, ni asidi hiyo inayotabiriwa kukala khali zaidhi?",HBrO,HClO,HIO,HClO3,D,high_school_chemistry
119,"Olongo unaohusisha mtu kutosa ushauri  here  ahenzazho, gonya akubali uamuzi hedu utafsiri .uno ushahidhi uifwadze?",ad ignorantium,a priori,plurium interrogationum,Muendherezo,B,logical_fallacies
179,"Swali riri rinathuwa umvoro uthuwao:
Malengo ga atu kahiza nyakathi za matatizo mabomu gakisirikali, nikumala  chama kisha kiricho na hisiya za hachi.
Siswi a chama cha  maendherero, hunadzimbozera kukamilisha wajibu furiogerwa ni ani baba kuimisha sirikali  ya atu ambao maika  misinji yao.
Funaima hamwenga na Thomas Jefferson jumula na Abrahsm Lincoln, khwamba atu ndo aimirizi a katiba yao.
Ili kukamilisha wajibu wao wa kutsadhulumiwa kwa wajibu wa kila kizhazi , ni lazima atu mahumire mamulaka ga kuanzisha na kudumisha hachi ya viwanda.
Tsii iii ni ya atu maisio mumu ndani, rasilimali, biashara na sharia zirindwe.
Ni wakathi wa kuika imara  anatsi here utu wa khwanza. 
chama cha Jukhwaa ra maenderero 1912, sera ya maedherero  Theodre Roosevelt ya ( Fimbo  bomu) kahiza America mwambolero wa dzuwa, yarimikato.",kukahala Mafundisho ga Monroe,imani khwamba mataifa ya Ulaya gakala na haki ya kurinda maslahi gao ga kiutsumi kahiza makoloni gogosi garigosala kahiza eneo rosi,utambuzi wa uhuru wa mataifa masha huru kahiza urumwengu wa Mtserero wa dzua,"imani khwamba Amerika yakala na jukumu ra kurinda usalama na kuhurira khwa kuhala jukumu ra urinzi kahiza kukirira khwa urimwengu wa Mtserero wa dzua.
",D,high_school_us_history
90,"Kahiza jezo ra maazo ra Rachels na Smith na Jones, kihendo cha Jones (yaani, kumlola mhoho, ambaye wahereza khwa bahathi mbii, wazama khwenye beseni) kinapaswa kukala mfano wa",kulaga,kuricha afe.,kusaidhiwa kudzilaga.,khahana ya virizhoho dzulu,B,moral_disputes
158,"Mthoza mara khwa mara wagula na kuguza sarafu. Siku mhwenga, waona tangazo kahiza gazeti ra athoza sarafu rikitangaza kuguza sarafu adimu kumbola 1898 khwa $10,000. Mara mhwenga wawasiliana na muguzi na kumuuza dzulu ya ubora wa sarafu. Muguzi wamhakikishira khwamba sarafu yakala kahiza hali ya mint. Kisha mkusanyi wakakubali kugula sarafu iyo khwa $10,000. Mkataba wabainisha kukala ufikishi undakala ""F. O. B. kahiza kampuni ya ushuru,"" na mariho gandahendwa wiki mhwenga baada ya kudzivugula. Muguzi waamba kukala sarafu iyo ingesafirishwa mwisho wa juma. Mkusanyi arihohokera sarafu iyo, waona khwamba sarafu iyo yakala na mkwaruzo m'bomu usoni. Lakini, mthoza wakubali umbozi. Wiki mbiri baadaye, mkusanyi waguza sarafu khwa mthozi mungine khwa $ 12,000. Mkusanyi adzakahala kuriha chochosi khwa muguzi. Muguzi wareha uvunzi wa hatua ya mkataba dhidi ya mthozi, ambaye, khwa upandewe, adzafikisha madai ga kupinga dhidi ya muguzi. Ni hani ana wadimi m'bomu wa kushinda, na khwa kiasi hicho?","Mthoza ana haki ya unongi wa madzina, khwa sababu sarafu yahokera kahiza hali iriyononghwa.
","Khakuna chama kinachopaswa kushinda, khwa sababu hathari ya hasara yakala khwa muguzi, lakini mthoza khapatire hasara yoyosi, khwani waguza sarafu khwa faidha.","Muguzi ana haki ya $ 10,000, khwa sababu mthoza wakubali umbozi wa sarafu.","Muguzi ana haki ya $12,000, khwa sababu maguzo ga mkusanyi gajumulisha ubadhilishi.",C,professional_law
128,"Ni hiyo kahi ya zithurizazo ni modeli ya mawasiliano inyesayo uvoro uthiririkao kukirira chaneli mbali mbali za viya zha uvoro, khwa aina fulani za atu, ambao mashiriki angine a hadhira nikuayura khwa uvoro na mulongozo?","Hatua mbiri.
",Hatua tahu.,Hatua nyinji.,Hatua mhwenga.,A,marketing
172,"""Swali riri rinauyira uvoro uthuirizawo.
Maswali khwa kifungu kiricho haha tsini, akaunti iriyombozerwa khwa afisa wa Kifaransa kuko Algeria kahiza miaka ya 1830 na mhwanachama wa msafara wa biashara ya uhumhwa wa Kiarabu.
Biashara ya Uhumhwa
Ninwi nyosi [shikari], mudzaifwa . . . kurinda Koholanes waabudu sanamu [neno ra dharau khwa """"Aafrika airu""]. . . . Anajeshi madzigazha kahiza kampuni mbiri. . . khwa amri ya kushambulia sehemu zisizo na urinzi na kuahala  enyeji hamhwenga na kuaghwira akurima osi mahendao  kazi ya kurima minda yao. . . . Wakathi fukingoja kuuya khwa kampuni zirizohumhwa kuinza Airu, fwende kila siku khwenye soko ra ahumhwa ambaho fagula khwa bei zithurizazo:
Mwiru mhwenye ndevu …………………  10 au 15,000 cowries.
Kazizingatirwa here bidhaa khwa kukala mtu ana nafasi thithe ya kuzizulia kuthoroka.
Mtu mzima Negress……………….. cowries 10 au 15,000 khwa sababu zizo zizo.
Negro kijana………………….30,000 anavuna cowries
Kijana Negress ………………………50–60,000 cowries
Bei inatofautiana kulingana na ikikala iye ni mrembo zaidhi au tsini.
Mhoho wa kilume wa Negro ………………………..  45,000 cowries
Mhoho wa kiche wa Negro ………………………….35–40,000 cowries
Hatimaye, msafara wehu ambao wakala udzambola Algeria ukiwa na ngamira mirongo mihandahu na anne na atu kumi na ahandahu thu, saa ii wangezwa na ahumhwa magana ma ne, ambao magana mahahu makala anaache. . . . Yakala ni wakathi uu ambaho ghafla lonzo lwa kiriro na zhao zha kutsanganyikirwa zhapata kumbola kundi mhwenga ra ahumhwa hadhi ringine na kufikira yehu. . . . Angine mabingirika tsini, making'ang'anira vitsakani na makikahala kamare kutsembera. . . . Mangedima thu kunulwa na viboko vikali zha mjeledi na khwa kuahenda  kukala na damu kamare.
Biashara ya Arabu khwa Aafrika yakaladze tofauti na biashara ya ahumhwa a Atlantiki?""","Tofauti na ahendi a biashara a ahumhwa Arabu, aryahu mariohusika kahiza biashara ya uhumhwa ya Atlantiki matsotserwa ni dini.","Ahumhwa mariohalwa khwa ajili ya biashara ya uhumhwa ya Atlantiki khamakalire na matharajio ga kupata uhuru hatimaye, lakini ahumhwa mariohalwa na ahendi a biashara Arabu mahenda  vizho.",Ahumhwa mariohalwa khwa ajili ya biashara ya Atlantiki makala anaache anji; ahumhwa mariohalwa ni ahendi a biashara Arabu anji ao makala anaalume.,"Ahumhwa mariohalwa ni ahendi a biashara a Kiarabu makala na wadimi wa kukala na muda mfuti wa maisha kuriko aryahu mariohalwa khwa biashara ya Atlantiki.
",B,high_school_world_history
831,"Jumapili mhwenga mtsana mudzo, shabiki wa mizazigo wakhwenda khwenye mzazigo wa soka wa kurifwa. Akikala adzaima khwenye mstari khwenye stendi ya makubaliano, wanenezana  na anaalume ahahu mariokala mbereye khwenye mstari. Anaalume ao ahahu makala asena makihudhuria mzazigo hamhwenga. Mmhwenga wa atu ao wampiga shabiki iye wa mizazigo mlomoni. Pambano rambolera. Wakathi wa vurugu zizo, mmhwenga wa anaalume angine ahahu wampiga shabiki iye wa mizazigo kitswani na thupa, utu ambao wamhenda  apate mthukuko m'bomu. Shabiki iye wa mizazigo khamanya khwa hakika ni hani kahi ya atu ao ahahu ariyempiga na thupa. Ikikala shabiki wa mizazigo andadai madai dhidi ya mtu ariyempiga mlomoni ili kupata hasara ya jeraha ra kitswa, je, shabiki wa mizazigo andashinda?","Ndozho, khwa sababu mtu ariyempiga ngumi ya mlomo ndiye mchochezi ariyepiga kipigo cha khwanza kirichoanzisha fracas.","Ndozho, khwa sababu mtu ariyempiga ngumi ya mlomo na anaalume angine makala makihigiza khwa tamasha.","Sozho, khwa sababu mtu ariyempiga ngumi ya mlomo khampigire shabiki wa mizazigo na thupa.","Sozho, khwa sababu shabiki wa mizazigo khadima kumboza uthibitisho wa ni hani kahi ya anaalume ao ariyempiga shabiki wa mizazigo kitswani na thupa.",B,professional_law
13,Kuvunzika khwa glycogen kahiza misuli haho kapindi nikusababisha kuundwa khwa:,glucose.,glucose-1-phosphate.,glucose-6-phosphate.,"glucose-1,6-diphosphate.",B,clinical_knowledge
105,"Kulingana na mhwana nadharia wa utambuzi Jean Piaget, ahoho ni kahi ya hatua hizo kahi ya zithurizazo za ukuli wa utambuzi mario na ubinafsi, au khamadima kuelewa mtazamo wa mtu mungine?",Sensorimotor,"Kabla ya kazi
",Uhiriki wa saruji,Uhiriki rasmi,B,high_school_psychology
25,Utamaduni wa Yang-shao wamboza nafasi khwa Lung-Shan muda fulani baada ya:,"6,000 B.P.","5,000 B.P.","4,000 B.P.","3,000 B.P.",B,prehistory
325,"Fuambe kiwango cha riba halisi kahiza ntsi kinangezeka. Je, ni noni kinadima kutharajiwa kumbolera khwa kimalikanacho cha sarafu ya taifa riri na khwa vizho thamani ya sarafuye na maguzo gosi ga nze? Kimalikanacho cha sarafu Thamani ya sarafu Maguzo halisi
",Hunguka        Panda thamani       Hunguka,Hunguka        Hunguka thamini       Hunguka,Hunguka        Hunguka thamani       Ngezeka,Ngezeka     Panda Thamani    Ngezeka,D,high_school_macroeconomics
136,Descartes anatangaza khwamba iye ni _____.,"mwiri
",ndoso,utu wa kufikiria,utu ambao khaudima kukalaho,C,philosophy
